M6, ADC
483, 6384
484, 6390
485, 6379
486, 6382
487, 6386
488, 6387
489, 6386
490, 6388
491, 6379
492, 6379
493, 6378
494, 6387
495, 6383
496, 6377
497, 6377
498, 6381
499, 6388
500, 6382
501, 6382
502, 6376
503, 6383
504, 6383
505, 6388
506, 6384
507, 6378
508, 6373
509, 6387
510, 6383
511, 6385
512, 6378
513, 6374
514, 6389
515, 6388
516, 6390
517, 6384
518, 6378
519, 6376
520, 6385
521, 6396
522, 6389
523, 6377
524, 6387
525, 6381
526, 6392
527, 6393
528, 6385
529, 6378
530, 6385
531, 6384
532, 6383
533, 6382
534, 6378
535, 6389
536, 6386
537, 6392
538, 6383
539, 6381
540, 6376
541, 6388
542, 6383
543, 6384
544, 6381
545, 6385
546, 6387
547, 6393
548, 6382
549, 6382
550, 6375
551, 6385
552, 6385
553, 6391
554, 6382
555, 6378
556, 6376
557, 6387
558, 6388
559, 6387
560, 6381
561, 6376
562, 6388
563, 6393
564, 6384
565, 6384
566, 6377
567, 6385
568, 6389
569, 6388
570, 6379
571, 6379
572, 6382
573, 6383
574, 6383
575, 6385
576, 6383
577, 6377
578, 6384
579, 6384
580, 6389
581, 6381
582, 6381
583, 6380
584, 6385
585, 6381
586, 6386
587, 6378
588, 6384
589, 6385
590, 6388
591, 6380
592, 6382
593, 6381
594, 6379
595, 6388
596, 6381
597, 6386
598, 6377
599, 6381
600, 6384
601, 6382
602, 6384
603, 6377
604, 6386
605, 6384
606, 6390
607, 6386
608, 6391
609, 6373
610, 6379
611, 6393
612, 6389
613, 6382
614, 6380
615, 6388
616, 6387
617, 6384
618, 6381
619, 6385
620, 6388
621, 6384
622, 6391
623, 6381
624, 6378
625, 6383
626, 6391
627, 6389
628, 6384
629, 6386
630, 6377
631, 6384
632, 6389
633, 6386
634, 6383
635, 6377
636, 6379
637, 6390
638, 6392
639, 6387
640, 6379
641, 6387
642, 6381
643, 6394
644, 6381
645, 6376
646, 6374
647, 6386
648, 6383
649, 6392
650, 6384
651, 6378
652, 6386
653, 6389
654, 6387
655, 6388
656, 6384
657, 6381
658, 6388
659, 6388
660, 6382
661, 6385
662, 6381
663, 6380
664, 6388
665, 6388
666, 6381
667, 6385
668, 6379
669, 6385
670, 6388
671, 6387
672, 6376
673, 6379
674, 6385
675, 6389
676, 6384
677, 6378
678, 6378
679, 6387
680, 6389
681, 6382
682, 6383
683, 6375
684, 6378
685, 6394
686, 6390
687, 6385
688, 6387
689, 6378
690, 6384
691, 6387
692, 6380
693, 6382
694, 6380
695, 6384
696, 6385
697, 6387
698, 6379
699, 6372
700, 6383
701, 6388
702, 6393
703, 6379
704, 6383
705, 6386
706, 6381
707, 6386
708, 6386
709, 6379
710, 6384
711, 6381
712, 6388
713, 6383
714, 6388
715, 6378
716, 6382
717, 6384
718, 6385
719, 6381
720, 6375
721, 6383
722, 6385
723, 6387
724, 6381
725, 6377
726, 6380
727, 6384
728, 6386
729, 6396
730, 6386
731, 6377
732, 6380
733, 6385
734, 6387
735, 6382
736, 6377
737, 6380
738, 6382
739, 6390
740, 6384
741, 6381
742, 6383
743, 6385
744, 6392
745, 6383
746, 6379
747, 6377
748, 6385
749, 6388
750, 6385
751, 6380
752, 6375
753, 6383
754, 6385
755, 6390
756, 6384
757, 6381
758, 6379
759, 6381
760, 6387
761, 6385
762, 6380
763, 6382
764, 6388
765, 6384
766, 6385
767, 6379
768, 6382
769, 6382
770, 6396
771, 6388
772, 6382
773, 6377
774, 6382
775, 6389
776, 6380
777, 6385
778, 6382
779, 6378
780, 6376
781, 6390
782, 6382
783, 6382
784, 6377
785, 6384
786, 6378
787, 6388
788, 6379
789, 6390
790, 6383
791, 6386
792, 6388
793, 6381
794, 6374
795, 6379
796, 6380
797, 6386
798, 6386
